area_fips,own_code,industry_code,agglvl_code,size_code,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg,Geographic Area Name (NAME),2017 NAICS Code (NAICS),Meaning of NAICS Code (NAICS_LABEL),Meaning of Establishments located in Metropolitan or Micropolitan Statistical Area indicator (METRO_LABEL),Year (YEAR),Number of firms (FIRM),Number of establishments (ESTAB),Number of employees (EMP),(DHS) denominator (DENOM),Number of establishments born during the last 12 months (ESTABS_ENTRY),Rate of establishments born during the last 12 months (ESTABS_ENTRY_RATE),Number of establishments exited during the last 12 months (ESTABS_EXIT),Rate of establishments exited during the last 12 months (ESTABS_EXIT_RATE),Number of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION),Number of jobs created from opening establishments during the last 12 months (JOB_CREATION_BIRTHS),Number of jobs created from expanding establishments during the last 12 months (JOB_CREATION_CONTINUERS),Rate of jobs created from opening establishments during the last 12 months (JOB_CREATION_RATE_BIRTHS),Rate of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION_RATE),Number of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION),Number of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_DEATHS),Number of jobs lost from contracting establishments during the last 12 months (JOB_DESTRUCTION_CONTINUERS),Rate of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_RATE_DEATHS),Rate of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION_RATE),Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION),Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION_RATE),Rate of reallocation during the last 12 months (REALLOCATION_RATE),Number of firms that exited during the last 12 months (FIRMDEATH_FIRMS),Number of establishments associated with firm deaths during the last 12 months (FIRMDEATH_ESTABS),Number of employees associated with firm deaths during the last 12 months (FIRMDEATH_EMP),area_title
C1742,5.0,44-45,44.0,0.0,,399.0,5364.0,186432428.0,44334306.0,220650.0,668.0,34754.0,,1.74,1.13,1.4,1.07,0.79,1.24,1.24,,11.0,2.8,220.0,4.3,20463744.0,12.3,2599839.0,6.2,-11270.0,-4.9,48.0,7.7,2491.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1746,5.0,44-45,44.0,0.0,,6404.0,94691.0,3302626261.0,940538855.0,15577835.0,671.0,34878.0,,1.14,0.91,0.87,0.97,0.86,0.96,0.96,,-11.0,-0.2,2213.0,2.4,348424675.0,11.8,34966105.0,3.9,4207417.0,37.0,57.0,9.3,2933.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1766,5.0,44-45,44.0,0.0,,636.0,9270.0,357581389.0,262181392.0,1366479.0,742.0,38572.0,,1.01,1.3,1.77,1.3,1.4,1.36,1.36,,49.0,8.3,426.0,4.8,48008328.0,15.5,27694610.0,11.8,-125321.0,-8.4,69.0,10.3,3568.0,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1778,5.0,44-45,44.0,0.0,,751.0,12589.0,446842092.0,110075127.0,1408253.0,683.0,35493.0,,1.33,1.0,1.25,1.21,1.21,1.25,1.24,,14.0,1.9,744.0,6.3,73218462.0,19.6,1184457.0,1.1,240892.0,20.6,76.0,12.5,3950.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1782,5.0,44-45,44.0,0.0,,2022.0,32709.0,1246050796.0,481796863.0,6231602.0,733.0,38096.0,,0.87,1.04,1.15,1.07,1.04,1.1,1.1,,13.0,0.6,1033.0,3.3,121541311.0,10.8,30064187.0,6.7,1497396.0,31.6,50.0,7.3,2595.0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1786,5.0,44-45,44.0,0.0,,534.0,10688.0,364313255.0,122712127.0,531898.0,655.0,34086.0,,1.07,1.06,1.15,1.32,0.77,1.08,1.08,,1.0,0.2,532.0,5.2,45145988.0,14.1,2711577.0,2.3,-58194.0,-9.9,51.0,8.4,2659.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1790,5.0,44-45,44.0,0.0,,2812.0,42540.0,1431927826.0,598811343.0,3821154.0,647.0,33661.0,,1.38,1.07,1.19,1.17,1.11,1.1,1.11,,39.0,1.4,1782.0,4.4,135416088.0,10.4,39725499.0,7.1,498478.0,15.0,35.0,5.7,1851.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1798,5.0,44-45,44.0,0.0,,1029.0,12469.0,379661988.0,136892019.0,1148111.0,586.0,30449.0,,1.58,1.03,1.1,1.19,1.16,1.07,1.06,,38.0,3.8,186.0,1.5,33944742.0,9.8,6772596.0,5.2,189703.0,19.8,45.0,8.3,2304.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1802,5.0,44-45,44.0,0.0,,295.0,4915.0,149785819.0,51325769.0,684932.0,586.0,30473.0,,1.54,0.96,0.81,0.91,1.39,0.84,0.84,,3.0,1.0,274.0,5.9,18842273.0,14.4,5217453.0,11.3,242458.0,54.8,43.0,7.9,2261.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1814,5.0,44-45,44.0,0.0,,5782.0,98597.0,3734839045.0,1027574450.0,16765944.0,728.0,37880.0,,1.1,0.89,0.93,0.95,0.92,1.04,1.04,,96.0,1.7,3001.0,3.1,466394698.0,14.3,57557002.0,5.9,4132997.0,32.7,70.0,10.6,3690.0,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1858,5.0,44-45,44.0,0.0,,1285.0,21092.0,752339142.0,192766440.0,2758332.0,686.0,35669.0,,1.29,1.11,1.29,1.02,0.93,1.16,1.16,,8.0,0.6,949.0,4.7,70700946.0,10.4,-412195.0,-0.2,451163.0,19.6,35.0,5.4,1829.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1870,5.0,44-45,44.0,0.0,,245.0,3763.0,126714220.0,95541981.0,1994479.0,648.0,33671.0,,0.84,0.97,0.9,1.11,1.47,0.92,0.92,,1.0,0.4,253.0,7.2,18017242.0,16.6,9142974.0,10.6,766045.0,62.4,52.0,8.7,2700.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1888,5.0,44-45,44.0,0.0,,1374.0,16952.0,656076362.0,155430722.0,678692.0,744.0,38701.0,,1.35,1.36,1.67,1.51,1.43,1.23,1.23,,52.0,3.9,795.0,4.9,104349141.0,18.9,6811556.0,4.6,254500.0,60.0,87.0,13.2,4552.0,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1906,5.0,44-45,44.0,0.0,,307.0,4699.0,145359788.0,48577819.0,1614249.0,595.0,30934.0,,1.56,1.27,1.46,1.59,1.93,1.15,1.15,,-8.0,-2.5,302.0,6.9,15778580.0,12.2,1162255.0,2.5,869241.0,116.7,28.0,4.9,1463.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1910,5.0,44-45,44.0,0.0,,21415.0,374469.0,16678367477.0,4009109484.0,60338329.0,857.0,44539.0,,1.09,0.96,1.02,0.92,0.91,1.06,1.06,,751.0,3.6,16142.0,4.5,2217201534.0,15.3,18171744.0,0.5,13111944.0,27.8,81.0,10.4,4182.0,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1914,5.0,44-45,44.0,0.0,,492.0,6204.0,210645456.0,72526132.0,607573.0,653.0,33951.0,,1.72,0.92,1.1,0.95,0.63,1.2,1.2,,19.0,4.0,36.0,0.6,13717707.0,7.0,2017902.0,2.9,72608.0,13.6,39.0,6.4,2025.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1918,5.0,44-45,44.0,0.0,,197.0,2884.0,83249737.0,37173259.0,527180.0,555.0,28863.0,,1.51,1.08,1.1,1.15,1.02,1.01,1.01,,-11.0,-5.3,8.0,0.3,5895793.0,7.6,1541886.0,4.3,48320.0,10.1,38.0,7.4,1970.0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1930,5.0,44-45,44.0,0.0,,1059.0,14028.0,496940617.0,148011330.0,2083636.0,681.0,35425.0,,1.53,1.72,2.35,1.86,2.32,1.37,1.37,,23.0,2.2,658.0,4.9,71397617.0,16.8,13133610.0,9.7,854902.0,69.6,69.0,11.3,3596.0,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1934,5.0,44-45,44.0,0.0,,1235.0,21275.0,719069678.0,387251480.0,3599276.0,650.0,33799.0,,1.27,1.15,1.16,1.15,0.8,1.01,1.01,,-8.0,-0.6,685.0,3.3,54698748.0,8.2,21727049.0,5.9,77130.0,2.2,29.0,4.7,1532.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1938,5.0,44-45,44.0,0.0,,2419.0,38038.0,1269986153.0,384439203.0,6685720.0,642.0,33387.0,,1.34,1.0,1.01,1.15,1.19,1.01,1.01,,-11.0,-0.5,810.0,2.2,120000823.0,10.4,11146053.0,3.0,2033224.0,43.7,48.0,8.1,2497.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1946,5.0,44-45,44.0,0.0,,522.0,6319.0,213308762.0,60693324.0,822017.0,649.0,33755.0,,1.57,1.09,1.19,1.09,1.31,1.1,1.1,,5.0,1.0,73.0,1.2,19057493.0,9.8,2407900.0,4.1,344255.0,72.1,51.0,8.5,2655.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1950,5.0,44-45,44.0,0.0,,316.0,4698.0,149072995.0,62122053.0,968365.0,610.0,31731.0,,1.59,0.98,0.89,1.05,1.03,0.9,0.9,,-10.0,-3.1,57.0,1.2,12564215.0,9.2,3158138.0,5.4,109948.0,12.8,44.0,7.8,2319.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1966,5.0,44-45,44.0,0.0,,2421.0,31171.0,1066818150.0,263849655.0,1296769.0,658.0,34225.0,,1.32,1.46,1.83,1.59,1.47,1.25,1.25,,81.0,3.5,1561.0,5.3,138633873.0,14.9,6953613.0,2.7,540504.0,71.5,55.0,9.1,2877.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1974,5.0,44-45,44.0,0.0,N,8370.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.73,0.0,0.0,0.0,0.0,0.0,0.0,N,161.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1978,5.0,44-45,44.0,0.0,,2170.0,39250.0,1397854080.0,872418026.0,5379491.0,685.0,35614.0,,0.93,1.01,0.95,0.84,0.59,0.94,0.94,,34.0,1.6,1430.0,3.8,131581847.0,10.4,51938817.0,6.3,425569.0,8.6,41.0,6.4,2133.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1982,5.0,44-45,44.0,0.0,,14830.0,194855.0,7829968249.0,2150439282.0,39969023.0,773.0,40184.0,,1.43,1.0,1.01,1.02,0.82,1.01,1.01,,-625.0,-4.0,8544.0,4.6,849053197.0,12.2,145010536.0,7.2,3386179.0,9.3,52.0,7.2,2715.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2002,5.0,44-45,44.0,0.0,,696.0,9146.0,312362346.0,87408679.0,1244452.0,657.0,34153.0,,1.75,1.51,1.84,1.6,2.01,1.22,1.22,,5.0,0.7,289.0,3.3,31751622.0,11.3,4655160.0,5.6,501175.0,67.4,48.0,7.9,2472.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2010,5.0,44-45,44.0,0.0,,534.0,9102.0,319398725.0,137690769.0,3964841.0,675.0,35090.0,,1.17,1.28,1.48,1.52,2.2,1.16,1.16,,-2.0,-0.4,404.0,4.6,36386636.0,12.9,5355145.0,4.0,1611317.0,68.5,49.0,7.8,2553.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2022,5.0,44-45,44.0,0.0,,393.0,6299.0,198465557.0,129433876.0,772649.0,606.0,31507.0,,1.17,1.04,1.06,0.85,0.5,1.02,1.02,,-1.0,-0.3,-10.0,-0.2,15595063.0,8.5,5389384.0,4.3,8749.0,1.1,49.0,8.8,2522.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2026,5.0,44-45,44.0,0.0,,992.0,14389.0,454270161.0,305894967.0,1823698.0,607.0,31570.0,,1.41,1.12,1.14,1.23,0.59,1.01,1.01,,-41.0,-4.0,353.0,2.5,35377253.0,8.4,14456814.0,5.0,82119.0,4.7,33.0,5.7,1727.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2050,5.0,44-45,44.0,0.0,,1522.0,23552.0,837673122.0,459430063.0,1388444.0,684.0,35566.0,,0.94,0.69,0.55,0.71,0.52,0.79,0.79,,33.0,2.2,728.0,3.2,83777284.0,11.1,29746994.0,6.9,323167.0,30.3,49.0,7.7,2536.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2070,5.0,44-45,44.0,0.0,,569.0,8305.0,259731905.0,88987691.0,2413353.0,601.0,31274.0,,1.65,1.45,1.53,1.55,1.72,1.06,1.06,,2.0,0.4,367.0,4.6,24325490.0,10.3,4867513.0,5.8,89259.0,3.8,31.0,5.4,1618.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2074,5.0,44-45,44.0,0.0,,572.0,10989.0,365060735.0,143765796.0,1372296.0,639.0,33222.0,,1.25,1.27,1.4,1.28,1.19,1.11,1.11,,5.0,0.9,609.0,5.9,34539819.0,10.5,9571424.0,7.1,-11675.0,-0.8,27.0,4.4,1381.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2094,5.0,44-45,44.0,0.0,,425.0,7896.0,261080692.0,64726111.0,2134320.0,636.0,33065.0,,0.54,1.16,1.38,1.21,1.18,1.18,1.18,,-1.0,-0.2,735.0,10.3,36021764.0,16.0,5907948.0,10.0,-1410714.0,-39.8,32.0,5.3,1635.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2106,5.0,44-45,44.0,0.0,,518.0,6823.0,218083070.0,81265162.0,876219.0,615.0,31963.0,,1.39,1.24,1.42,1.38,1.22,1.15,1.15,,10.0,2.0,173.0,2.6,17287085.0,8.6,3564452.0,4.6,172508.0,24.5,34.0,5.9,1767.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2114,5.0,44-45,44.0,0.0,,702.0,9540.0,324825260.0,102760009.0,1348631.0,655.0,34049.0,,1.48,0.65,0.62,0.54,0.57,0.95,0.95,,12.0,1.7,-99.0,-1.0,27144336.0,9.1,2597434.0,2.6,316327.0,30.6,61.0,10.3,3167.0,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2130,5.0,44-45,44.0,0.0,,288.0,4900.0,177759485.0,61807239.0,1814834.0,698.0,36277.0,,1.59,1.41,1.58,1.77,1.89,1.12,1.12,,-6.0,-2.0,108.0,2.3,21765398.0,14.0,2878759.0,4.9,526504.0,40.9,72.0,11.5,3726.0,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2134,5.0,44-45,44.0,0.0,,2108.0,38274.0,1258722888.0,339048817.0,5092527.0,632.0,32888.0,,1.32,1.17,1.45,1.15,1.34,1.24,1.24,,16.0,0.8,2141.0,5.9,175207834.0,16.2,-2409597.0,-0.7,990343.0,24.1,55.0,9.5,2901.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2150,5.0,44-45,44.0,0.0,,875.0,13687.0,426996303.0,140588919.0,3793508.0,600.0,31198.0,,1.33,1.12,1.24,1.27,1.37,1.11,1.11,,-14.0,-1.6,538.0,4.1,44279504.0,11.6,7970733.0,6.0,46297.0,1.2,40.0,7.1,2093.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2166,5.0,44-45,44.0,0.0,,1216.0,20065.0,736849101.0,556857955.0,12139702.0,706.0,36723.0,,0.93,1.25,1.48,1.23,1.59,1.19,1.19,,-15.0,-1.2,812.0,4.2,79881721.0,12.2,48217393.0,9.5,4197649.0,52.9,50.0,7.6,2600.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2178,5.0,44-45,44.0,0.0,,1090.0,16496.0,537099674.0,174317703.0,1951326.0,626.0,32559.0,,1.43,1.05,1.13,1.04,1.05,1.08,1.08,,22.0,2.1,358.0,2.2,45058722.0,9.2,6084808.0,3.6,202442.0,11.6,40.0,6.8,2070.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2182,5.0,44-45,44.0,0.0,,258.0,4556.0,176342251.0,137398570.0,2380186.0,744.0,38709.0,,1.15,1.22,1.36,1.44,1.69,1.11,1.11,,-2.0,-0.8,36.0,0.8,7257415.0,4.3,4953697.0,3.7,391655.0,19.7,25.0,3.5,1297.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2202,5.0,44-45,44.0,0.0,,844.0,15165.0,563268687.0,383611091.0,942816.0,714.0,37142.0,,0.94,1.03,1.13,1.0,0.54,1.1,1.1,,6.0,0.7,483.0,3.3,61983591.0,12.4,25386378.0,7.1,-234026.0,-19.9,57.0,8.7,2998.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2214,5.0,44-45,44.0,0.0,,388.0,5639.0,191388419.0,122878120.0,639379.0,653.0,33941.0,,1.37,1.26,1.45,1.31,1.22,1.15,1.15,,20.0,5.4,461.0,8.9,32881371.0,20.7,17487764.0,16.6,128394.0,25.1,64.0,10.9,3328.0,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2218,5.0,44-45,44.0,0.0,,1145.0,17400.0,545939341.0,329411828.0,944027.0,603.0,31375.0,,1.61,1.28,1.43,1.46,1.08,1.11,1.11,,13.0,1.1,939.0,5.7,64483619.0,13.4,30633041.0,10.3,222146.0,30.8,41.0,7.3,2126.0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2222,5.0,44-45,44.0,0.0,,1648.0,27235.0,953692378.0,262807495.0,2134906.0,673.0,35017.0,,1.17,1.03,0.99,0.79,0.94,0.96,0.96,,4.0,0.2,1537.0,6.0,123197610.0,14.8,75366716.0,40.2,553007.0,35.0,52.0,8.4,2699.0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2238,5.0,44-45,44.0,0.0,,452.0,7223.0,250527398.0,63103422.0,806531.0,667.0,34687.0,,1.28,1.14,1.39,1.3,1.15,1.22,1.22,,11.0,2.5,610.0,9.2,39375340.0,18.6,6397410.0,11.3,318285.0,65.2,53.0,8.6,2756.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2242,5.0,44-45,44.0,0.0,,1202.0,17747.0,630708541.0,189813407.0,3468565.0,683.0,35539.0,,1.72,1.32,1.55,1.49,1.3,1.18,1.18,,-37.0,-3.0,612.0,3.6,51445620.0,8.9,11501924.0,6.5,44436.0,1.3,33.0,5.1,1734.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2250,5.0,44-45,44.0,0.0,,850.0,10864.0,322066135.0,147113532.0,815845.0,570.0,29647.0,,1.92,1.21,1.3,1.28,1.15,1.07,1.07,,3.0,0.4,211.0,2.0,23835383.0,8.0,6897064.0,4.9,-29365.0,-3.5,32.0,5.9,1653.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2252,5.0,44-45,44.0,0.0,,625.0,8138.0,259526604.0,76838026.0,1080581.0,613.0,31889.0,,1.8,1.46,1.74,1.54,1.67,1.19,1.19,,-2.0,-0.3,181.0,2.3,17700427.0,7.3,3598130.0,4.9,438122.0,68.2,29.0,5.0,1499.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2254,5.0,44-45,44.0,0.0,,292.0,5161.0,170476960.0,62886671.0,586163.0,635.0,33032.0,,1.25,1.07,1.14,1.0,0.99,1.06,1.06,,-6.0,-2.0,47.0,0.9,12689477.0,8.0,2135660.0,3.5,981.0,0.2,42.0,7.1,2179.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2266,5.0,44-45,44.0,0.0,,1167.0,19570.0,698734475.0,282470258.0,3594656.0,687.0,35705.0,,0.87,1.11,1.11,1.14,1.19,1.0,1.0,,6.0,0.5,1150.0,6.2,74166108.0,11.9,24427815.0,9.5,1001817.0,38.6,35.0,5.4,1797.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2290,5.0,44-45,44.0,0.0,,971.0,12678.0,397483880.0,152535666.0,1355990.0,603.0,31352.0,,1.51,1.15,1.35,1.07,1.24,1.17,1.17,,9.0,0.9,492.0,4.0,42529244.0,12.0,37996575.0,33.2,540869.0,66.4,43.0,7.7,2225.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2306,5.0,44-45,44.0,0.0,,1371.0,23755.0,860253556.0,253877125.0,2757415.0,696.0,36214.0,,1.31,1.06,1.23,1.1,1.05,1.16,1.16,,11.0,0.8,696.0,3.0,98905895.0,13.0,12712717.0,5.3,457428.0,19.9,61.0,9.6,3196.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2342,5.0,44-45,44.0,0.0,,2405.0,38861.0,1507057276.0,327539902.0,10171916.0,746.0,38780.0,,0.64,0.93,1.17,0.95,0.95,1.27,1.27,,20.0,0.8,2033.0,5.5,205179352.0,15.8,27624968.0,9.2,-3721730.0,-26.8,66.0,9.7,3430.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2346,5.0,44-45,44.0,0.0,,382.0,4639.0,149246403.0,43636037.0,590283.0,619.0,32174.0,,1.8,1.37,1.8,1.36,1.51,1.31,1.31,,7.0,1.9,149.0,3.3,16521601.0,12.4,2560236.0,6.2,219251.0,59.1,51.0,9.0,2612.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2354,5.0,44-45,44.0,0.0,,1010.0,14080.0,454684778.0,112291485.0,482479.0,621.0,32294.0,,1.27,0.97,0.96,1.2,1.09,0.99,0.99,,28.0,2.9,571.0,4.2,51254208.0,12.7,2829343.0,2.6,170022.0,54.4,47.0,8.2,2431.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2358,5.0,44-45,44.0,0.0,,640.0,9078.0,338013635.0,105582757.0,766017.0,716.0,37236.0,,1.28,0.94,1.06,0.98,0.98,1.14,1.14,,28.0,4.6,234.0,2.6,40804645.0,13.7,7850062.0,8.0,99529.0,14.9,70.0,10.8,3632.0,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2390,5.0,44-45,44.0,0.0,,300.0,3494.0,111184729.0,35604224.0,871968.0,612.0,31825.0,,1.45,0.98,1.1,1.03,1.09,1.12,1.12,,-8.0,-2.6,235.0,7.2,10620656.0,10.6,2225183.0,6.7,-12774.0,-1.4,19.0,3.2,970.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2402,5.0,44-45,44.0,0.0,,538.0,6936.0,265510846.0,91908811.0,2865697.0,736.0,38279.0,,1.55,1.31,1.63,1.6,1.7,1.25,1.25,,-12.0,-2.2,225.0,3.4,27600745.0,11.6,6491469.0,7.6,1434530.0,100.2,54.0,7.9,2830.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2414,5.0,44-45,44.0,0.0,,448.0,6012.0,184301242.0,112915252.0,299339.0,590.0,30656.0,,1.96,1.4,1.67,1.45,1.06,1.2,1.2,,17.0,3.9,196.0,3.4,18818544.0,11.4,5663153.0,5.3,65156.0,27.8,43.0,7.9,2203.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2422,5.0,44-45,44.0,0.0,,371.0,6373.0,208568618.0,154020222.0,284891.0,629.0,32729.0,,1.13,1.2,1.31,1.37,0.43,1.09,1.09,,-10.0,-2.6,109.0,1.7,11953777.0,6.1,6922819.0,4.7,-22969.0,-7.5,25.0,4.1,1339.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2426,5.0,44-45,44.0,0.0,,378.0,5299.0,168994399.0,54211268.0,211227.0,613.0,31893.0,,1.33,1.2,1.37,1.22,0.73,1.14,1.14,,1.0,0.3,94.0,1.8,11790122.0,7.5,2157215.0,4.1,-18774.0,-8.2,32.0,5.5,1689.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2430,5.0,44-45,44.0,0.0,,554.0,8716.0,348034402.0,131452757.0,1929015.0,768.0,39930.0,,1.07,1.29,1.77,1.45,1.46,1.37,1.37,,7.0,1.3,540.0,6.6,49849680.0,16.7,11885713.0,9.9,554859.0,40.4,67.0,9.6,3461.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2434,5.0,44-45,44.0,0.0,,2875.0,48728.0,1889419263.0,510965316.0,9441416.0,746.0,38775.0,,1.19,0.85,1.0,0.85,0.84,1.18,1.18,,-70.0,-2.4,2630.0,5.7,230733832.0,13.9,52399151.0,11.4,1199003.0,14.5,54.0,7.8,2793.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2442,5.0,44-45,44.0,0.0,,296.0,4318.0,150748283.0,117208794.0,2583790.0,671.0,34910.0,,1.11,1.4,1.88,1.44,1.89,1.34,1.35,,2.0,0.7,164.0,3.9,16367854.0,12.2,9335595.0,8.7,723722.0,38.9,49.0,7.9,2563.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2450,5.0,44-45,44.0,0.0,,317.0,4898.0,165955311.0,121663770.0,1000146.0,652.0,33885.0,,1.18,1.32,1.59,1.31,1.34,1.2,1.2,,-14.0,-4.2,274.0,5.9,15826976.0,10.5,9631967.0,8.6,50816.0,5.4,28.0,4.5,1416.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2454,5.0,44-45,44.0,0.0,,674.0,10830.0,419836203.0,161637098.0,2126130.0,746.0,38768.0,,0.82,0.95,1.08,0.86,0.99,1.14,1.14,,13.0,2.0,250.0,2.4,41233117.0,10.9,10002909.0,6.6,588303.0,38.3,58.0,8.4,2983.0,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2458,5.0,44-45,44.0,0.0,,900.0,16634.0,543388323.0,213444475.0,1848942.0,628.0,32667.0,,1.09,0.93,0.93,0.89,0.81,1.0,1.0,,1.0,0.1,519.0,3.2,56392537.0,11.6,11133915.0,5.5,-67851.0,-3.5,47.0,8.1,2447.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2466,5.0,44-45,44.0,0.0,,2615.0,38494.0,1383060189.0,768136320.0,2511604.0,691.0,35929.0,,1.35,1.05,1.21,0.96,0.75,1.15,1.15,,67.0,2.6,1562.0,4.2,157598143.0,12.9,57870633.0,8.1,519001.0,26.0,53.0,8.3,2747.0,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
